uid,pid,ptm,pen,desc,cat,pey,act
59694,664452,BUF,SG-0650,Defensive Pass Interference,5,8,A
59695,664454,TEN,TL-0775,Illegal Use of Hands,2,0,D
59696,664467,BUF,SH-0650,Offensive Holding,2,10,A
59697,664468,BUF,SH-0650,False Start,1,5,A
59698,664469,TEN,ZB-0400,Horse Collar,7,15,A
59699,664479,BUF,CG-1700,Unnecessary Roughness,6,15,A
59700,664493,ARI,RG-2375,Defensive Offside,4,5,A
59701,664500,DET,JB-8700,Offensive Holding,2,6,A
59702,664512,DET,CF-1550,Illegal Use of Hands,5,10,A
59703,664513,ARI,PP-0400,Illegal Use of Hands,5,5,A
59704,664519,ARI,CR-0500,Defensive Offside,4,0,D
59705,664523,DET,JI-0200,Face Mask,6,15,A
59706,664536,DET,LT-0650,Offensive Holding,2,0,D
59707,664547,ARI,PP-0400,Defensive Holding,5,5,A
59708,664550,DET,GT-0100,Chop Block,7,14,A
59709,664561,DET,MR-0100,False Start,1,5,A
59710,664566,ARI,JB-6950,Unsportsmanlike Conduct,6,15,A
59711,664566,ARI,JB-6750,Unsportsmanlike Conduct,6,0,D
59712,664568,DET,BC-2350,Offensive Holding,2,10,A
59713,664579,ARI,JC-4550,False Start,1,5,A
59714,664590,ARI,JV-0300,Tripping,7,10,A
59715,664592,ARI,BM-0360,False Start,1,5,A
59716,664602,DET,CL-1750,False Start,1,5,A
59717,664605,DET,RR-0250,Offensive Holding,2,10,A
59718,664612,DET,DC-0400,Offensive Holding,2,10,A
59719,664656,ARI,LW-1600,Neutral Zone,4,5,A
59720,664658,ARI,TM-0850,Unnecessary Roughness,6,15,A
59721,664673,DAL,JW-3050,Unnecessary Roughness,6,15,A
59722,664690,NE,JS-2100,Defensive Holding,5,5,A
59723,664693,NE,RN-1100,Neutral Zone,4,5,A
59724,664694,DAL,RL-0350,Illegal Use of Hands,2,0,O
59725,664694,NE,TB-2800,Illegal Use of Hands,5,0,O
59726,664702,DAL,GH-0300,Illegal Use of Hands,5,5,A
59727,664715,NE,KM-0450,Offensive Pass Interference,2,10,A
59728,664721,DAL,RL-0350,Offensive Holding,2,5,A
59729,664724,DAL,MC-1350,Illegal Use of Hands,5,5,A
59730,664737,NE,LR-0600,Offensive Holding,2,10,A
59731,664753,NE,JE-0100,Offensive Holding,2,10,A
59732,664761,DAL,RM-2000,Illegal Use of Hands,5,5,A
59733,664770,NE,JC-3518,Illegal Contact,5,5,A
59734,664771,DAL,ZM-0050,False Start,1,5,A
59735,664786,NE,JE-0100,Offensive Pass Interference,2,10,A
59736,664791,DAL,JW-6000,Offensive Holding,2,10,A
59737,664810,NE,JE-0100,False Start,1,5,A
59738,664823,NE,PC-0300,Defensive Holding,5,5,A
59739,664835,OAK,AH-3700,Offensive Holding,2,10,A
59740,664845,DEN,TW-0600,Neutral Zone,4,5,A
59741,664852,OAK,GJ-0050,False Start,1,5,A
59742,664876,OAK,BM-0750,Defensive Offside,4,5,A
59743,664889,OAK,NB-0050,False Start,1,5,A
59744,664933,OAK,KM-0050,Illegal Use of Hands,5,5,A
59745,664938,DEN,MJ-0030,Unsportsmanlike Conduct,6,15,A
59746,664945,OAK,NT-0150,Defensive Pass Interference,5,11,A
59747,664948,DEN,TP-1800,Unnecessary Roughness,6,15,A
59748,664950,DEN,MS-0525,Offensive Holding,2,0,D
59749,664957,DEN,VM-0300,Roughing the Passer,6,15,A
59750,664966,DEN,OB-0150,Neutral Zone,4,5,A
59751,664981,DEN,BR-1050,Defensive Pass Interference,5,48,A
59752,665014,NYG,GD-0050,Illegal Block Above the Waist,7,10,A
59753,665022,SF,,12 On-field,3,5,A
59754,665052,NYG,PA-0300,Defensive Holding,5,5,A
59755,665076,SF,JT-0650,Defensive Offside,4,5,A
59756,665091,NYG,MN-0400,Offensive Holding,2,10,A
59757,665098,SF,AB-2100,Offensive Holding,2,10,A
59758,665117,NYG,LC-0850,Defensive Pass Interference,5,28,A
59759,665132,NYG,MN-0400,Offensive Holding,2,10,A
59760,665145,NYG,DR-2800,Defensive Holding,5,2,A
59761,665157,SF,KA-0150,Defensive Pass Interference,5,8,A
59762,665173,PIT,RC-1550,Face Mask,6,15,A
59763,665186,SD,CH-0200,Offensive Holding,2,10,A
59764,665189,PIT,AB-1950,Offensive Holding,2,10,A
59765,665194,PIT,LB-0250,Offensive Holding,2,10,A
59766,665197,PIT,ST-0450,Fair Catch Interference,6,15,A
59767,665199,SD,KW-0930,Offensive Holding,2,10,A
59768,665206,SD,BF-0800,Unnecessary Roughness,6,9,A
59769,665206,SD,BF-0800,Illegal Block Above the Waist,7,0,D
59770,665208,SD,CH-0200,False Start,1,5,A
59771,665211,PIT,JT-3000,Illegal Block Above the Waist,7,10,A
59772,665225,PIT,DH-2800,Offensive Holding,2,10,A
59773,665255,SD,CW-1050,Offensive Holding,2,0,D
59774,665285,SD,DF-1250,Offensive Holding,2,10,A
59775,665286,PIT,RC-1550,Defensive Pass Interference,5,11,A
59776,665289,SD,JW-0700,Offensive Holding,2,10,A
59777,665295,PIT,BD-1200,Defensive Offside,4,5,A
59778,665299,SD,BF-0800,Defensive Holding,5,0,D
59779,665325,SD,JA-0280,Unnecessary Roughness,6,0,A
59780,665345,ATL,RS-0650,Offensive Holding,2,10,A
59781,665389,ATL,RA-0650,Offensive Holding,2,10,A
59782,665395,ATL,AL-0700,False Start,1,5,A
59783,665402,NO,TH-1800,False Start,1,5,A
59784,665417,ATL,CC-1700,Offensive Holding,2,10,A
59785,665446,ATL,RH-0150,Encroachment,4,2,A
59786,665456,NO,HK-0100,Defensive Offside,4,5,A
59787,665470,ATL,KB-1100,Face Mask,6,3,A
59788,665472,ATL,WM-1000,Illegal Use of Hands,5,1,A
59789,665501,NO,DB-3800,Delay of Game,3,5,A
59790,665528,WAS,KJ-0275,Defensive Holding,5,0,D
59791,665556,WAS,MF-1400,Running Into the Kicker,6,0,D
59792,665626,WAS,TR-0620,Defensive Offside,4,0,D
59793,665641,WAS,JL-1250,False Start,1,5,A
59794,665642,NYJ,SR-0670,Illegal Use of Hands,5,5,A
59795,665647,WAS,KC-2350,Delay of Game,3,5,A
59796,665663,WAS,JJ-1150,Running Into the Kicker,6,5,A
59797,665673,ARI,BM-0360,Unnecessary Roughness,6,15,A
59798,665686,PIT,RN-1250,Offensive Holding,2,7,A
59799,665688,ARI,MG-0925,Roughing the Passer,6,15,A
59800,665712,PIT,MW-1250,Illegal Block Above the Waist,7,0,D
59801,665715,ARI,CJ-1700,Chop Block,7,15,A
59802,665721,ARI,KM-1950,Unnecessary Roughness,6,15,A
59803,665722,PIT,CW-0400,Offensive Holding,2,10,A
59804,665724,ARI,KM-0425,Defensive Offside,4,5,A
59805,665739,ARI,MF-0950,Offensive Pass Interference,2,10,A
59806,665768,ARI,JC-4550,Offensive Holding,2,11,A
59807,665771,ARI,ML-0600,Illegal Use of Hands,2,10,A
59808,665775,PIT,DH-2800,False Start,1,5,A
59809,665804,PIT,RC-1550,Defensive Pass Interference,5,11,A
59810,665806,ARI,JV-0300,Offensive Holding,2,0,O
59811,665806,PIT,RC-1550,Defensive Pass Interference,5,0,O
59812,665812,PIT,JH-2100,Unnecessary Roughness,6,10,A
59813,665814,ARI,CC-0200,Roughing the Passer,6,15,A
59814,665820,PIT,,12 On-field,3,5,A
59815,665840,KC,BG-2200,Offensive Holding,2,0,D
59816,665841,MIN,DH-4650,Illegal Block Above the Waist,7,10,A
59817,665852,KC,MM-5350,Offensive Holding,2,10,A
59818,665853,MIN,SF-0150,Roughing the Passer,6,15,A
59819,665867,KC,DS-4050,Offensive Holding,2,10,A
59820,665868,KC,JM-0200,Offensive Pass Interference,2,5,A
59821,665875,MIN,TC-1625,False Start,1,5,A
59822,665880,KC,SN-0450,Roughing the Passer,6,15,A
59823,665880,KC,HA-0200,Illegal Contact,5,0,D
59824,665895,KC,SN-0450,Offensive Holding,2,10,A
59825,665925,MIN,XR-0100,Defensive Holding,5,0,D
59826,665932,KC,JH-5550,Roughing the Passer,6,15,A
59827,665935,MIN,JB-3200,False Start,1,5,A
59828,665937,KC,DH-1450,Defensive Offside,4,0,D
59829,665944,KC,CW-1450,Chop Block,7,15,A
59830,665951,MIN,MK-0150,Offensive Holding,2,0,D
59831,665973,KC,TK-0150,Unsportsmanlike Conduct,6,15,A
59832,665982,MIN,AB-0650,Taunting,6,15,A
59833,666007,BUF,RB-3350,Taunting,6,15,A
59834,666010,BUF,JH-5900,Illegal Use of Hands,5,5,A
59835,666029,BUF,EM-0250,Intentional Grounding,3,18,A
59836,666041,BUF,MG-1050,Face Mask,6,15,A
59837,666053,BUF,RW-4050,Offensive Holding,2,10,A
59838,666054,CIN,WG-0600,Neutral Zone,4,5,A
59839,666066,CIN,JF-1750,Illegal Block Above the Waist,7,10,A
59840,666076,BUF,RJ-0875,Offensive Holding,2,10,A
59841,666081,BUF,RW-4050,Offensive Holding,2,10,A
59842,666107,CIN,AD-0100,Delay of Game,3,5,A
59843,666143,BUF,JM-4550,Offensive Holding,2,10,A
59844,666181,DET,JB-8700,Defensive Offside,4,5,A
59845,666191,CHI,WS-0950,Defensive Offside,4,5,A
59846,666193,CHI,SA-0100,Face Mask,6,8,A
59847,666196,CHI,,Offensive Holding,2,10,A
59848,666197,CHI,KL-1350,Offensive Holding,2,10,A
59849,666200,DET,GQ-0100,Unnecessary Roughness,6,15,A
59850,666243,CHI,AJ-0430,Offensive Holding,2,10,A
59851,666246,CHI,KL-1350,Offensive Holding,2,10,A
59852,666254,DET,LT-0650,Offensive Holding,2,10,A
59853,666257,DET,CJ-1100,Offensive Pass Interference,2,10,A
59854,666261,DET,EA-0550,Neutral Zone,4,5,A
59855,666269,CHI,AJ-0430,Offensive Pass Interference,2,10,A
59856,666280,DET,JB-8700,Defensive Holding,5,4,A
59857,666295,CHI,KF-0500,Defensive Pass Interference,5,7,A
59858,666308,DET,MS-4100,Intentional Grounding,3,10,A
59859,666309,CHI,PM-0500,Roughing the Passer,6,6,A
59860,666314,DET,JW-5300,Defensive Pass Interference,5,0,D
59861,666315,DET,DS-2250,Defensive Pass Interference,5,20,A
59862,666330,DET,CL-1750,Offensive Holding,2,9,A
59863,666338,DET,DT-0150,Illegal Block Above the Waist,7,10,A
59864,666380,DEN,MJ-0030,Face Mask,6,15,A
59865,666392,DEN,AS-2400,Defensive Offside,4,0,D
59866,666396,CLE,,Illegal Formation,3,5,A
59867,666413,CLE,DJ-1850,False Start,1,5,A
59868,666432,CLE,TB-1060,False Start,1,5,A
59869,666437,DEN,TD-0725,Offensive Holding,2,10,A
59870,666443,DEN,BF-0950,Fair Catch Interference,6,15,A
59871,666449,DEN,MG-0250,Offensive Holding,2,10,A
59872,666464,DEN,LM-1020,Neutral Zone,4,5,A
59873,666478,DEN,MJ-0030,Defensive Offside,4,0,D
59874,666489,DEN,AT-0100,Defensive Offside,4,1,A
59875,666497,CLE,JT-1600,False Start,1,5,A
59876,666500,DEN,LV-0100,Offensive Holding,2,10,A
59877,666507,DEN,DW-4250,Roughing the Passer,6,15,A
59878,666533,CLE,,12 On-field,3,5,A
59879,666538,CLE,AL-0500,Delay of Game,3,5,A
59880,666564,HOU,KJ-0100,Defensive Holding,5,5,A
59881,666571,HOU,BB-3230,Offensive Holding,2,10,A
59882,666573,JAC,JE-1200,Unnecessary Roughness,6,15,A
59883,666574,HOU,DN-0700,Offensive Holding,2,10,A
59884,666595,HOU,JW-1100,Defensive Offside,4,5,A
59885,666601,HOU,KJ-0650,Face Mask,6,4,A
59886,666611,JAC,CC-2600,Defensive Offside,4,5,A
59887,666628,HOU,GG-0400,Offensive Pass Interference,2,10,A
59888,666629,HOU,DH-3950,Offensive Pass Interference,2,0,D
59889,666630,JAC,PT-0450,Unnecessary Roughness,6,15,A
59890,666675,HOU,,12 On-field,3,5,A
59891,666681,JAC,DH-4000,Defensive Holding,5,0,D
59892,666683,JAC,JC-6400,Unnecessary Roughness,6,9,A
59893,666691,JAC,AC-0250,Offensive Holding,2,10,A
59894,666709,HOU,JW-1100,Roughing the Passer,6,14,A
59895,666711,HOU,EP-0550,Unnecessary Roughness,6,1,A
59896,666713,JAC,JP-0900,False Start,1,5,A
59897,666718,JAC,AH-3900,Offside on Free Kick,3,5,A
59898,666719,JAC,JM-7000,Kickoff Out of Bounds,3,0,D
59899,666721,HOU,KL-0075,False Start,1,5,A
59900,666744,TEN,AB-1925,Defensive Offside,4,5,A
59901,666760,MIA,JC-0400,Offensive Holding,2,10,A
59902,666769,MIA,RT-0150,Delay of Game,3,5,A
59903,666773,MIA,BM-0800,Unnecessary Roughness,6,15,A
59904,666776,MIA,OV-0200,Roughing the Passer,6,15,A
59905,666779,TEN,CW-0650,Offensive Holding,2,0,D
59906,666783,TEN,TL-0775,Offensive Holding,2,10,A
59907,666792,MIA,JJ-0650,Offensive Holding,2,10,A
59908,666815,TEN,BW-2900,Delay of Game,3,5,A
59909,666822,MIA,OV-0200,Roughing the Passer,6,15,A
59910,666828,TEN,DJ-2250,Neutral Zone,4,5,A
59911,666836,TEN,JM-4100,Offensive Holding,2,10,A
59912,666845,MIA,ZV-0100,Illegal Block Above the Waist,7,7,A
59913,666860,MIA,SP-0800,Offensive Holding,2,10,A
59914,666866,MIA,DT-0550,Offensive Holding,2,10,A
59915,666876,TEN,JM-4100,Offensive Holding,2,10,A
59916,666883,TEN,MG-1800,Defensive Offside,4,5,A
59917,666928,SEA,RS-1000,Defensive Holding,5,5,A
59918,666942,SEA,RL-1100,Unnecessary Roughness,6,6,A
59919,666956,CAR,GO-0100,False Start,1,5,A
59920,666959,CAR,GO-0100,False Start,1,5,A
59921,666964,SEA,RL-1100,Illegal Block Above the Waist,7,5,A
59922,666965,SEA,JG-2900,Unsportsmanlike Conduct,6,7,A
59923,666966,SEA,RO-0400,Offensive Holding,2,5,A
59924,666970,CAR,JC-5400,False Start,1,5,A
59925,666988,SEA,LW-1450,Offensive Pass Interference,2,0,D
59926,667020,SEA,CB-5200,Illegal Block Above the Waist,7,10,A
59927,667031,CAR,,Illegal Substitution,3,5,A
59928,667051,SEA,ML-2500,Offensive Holding,2,10,A
59929,667055,CAR,JN-1750,Delay of Game,3,5,A
59930,667077,GB,CB-0450,Illegal Block Above the Waist,7,10,A
59931,667082,GB,RC-1500,False Start,1,5,A
59932,667084,SD,,12 On-field,3,0,O
59933,667084,GB,JJ-4200,Illegal Shift,3,0,O
59934,667104,GB,JT-1650,Offensive Holding,2,10,A
59935,667107,SD,CL-1000,Neutral Zone,4,5,A
59936,667108,SD,BF-0800,Defensive Pass Interference,5,14,A
59937,667118,GB,JE-0350,Defensive Offside,4,5,A
59938,667126,SD,PR-0400,Defensive Holding,5,0,D
59939,667131,SD,JA-2825,Defensive Offside,4,0,D
59940,667132,SD,PR-0400,Defensive Holding,5,5,A
59941,667138,GB,HC-0050,Unnecessary Roughness,6,15,A
59942,667142,SD,RM-1100,Neutral Zone,4,5,A
59943,667146,SD,DF-1250,Offensive Holding,2,8,A
59944,667154,SD,JB-1400,False Start,1,5,A
59945,667158,SD,KA-0650,Unsportsmanlike Conduct,6,15,A
59946,667158,SD,DI-0075,Unsportsmanlike Conduct,6,0,D
59947,667167,SD,DF-1250,Face Mask,6,14,A
59948,667188,GB,MD-0060,Encroachment,4,5,A
59949,667229,SD,BF-0800,Defensive Holding,5,5,A
59950,667241,GB,DJ-2350,Illegal Use of Hands,5,0,D
59951,667278,BAL,SW-2300,Defensive Holding,5,5,A
59952,667283,SF,SS-1575,Offside on Free Kick,3,5,A
59953,667323,SF,GC-0350,False Start,1,5,A
59954,667357,BAL,RW-0150,False Start,1,5,A
59955,667374,SF,MM-0925,Offensive Holding,2,10,A
59956,667381,BAL,EM-1300,Offensive Holding,2,0,O
59957,667381,SF,MW-1750,Illegal Contact,5,0,O
59958,667402,BAL,JS-4300,Defensive Holding,5,5,A
59959,667412,SF,,12 On-field,3,5,A
59960,667422,IND,AC-1200,False Start,1,5,A
59961,667432,IND,TC-2000,Defensive Offside,4,5,A
59962,667447,IND,AJ-0900,False Start,1,5,A
59963,667449,NE,DM-1300,Illegal Block Above the Waist,7,9,A
59964,667450,IND,TC-2000,Defensive Offside,4,0,D
59965,667472,IND,MA-0200,Face Mask,6,15,A
59966,667485,IND,KH-2250,Offensive Holding,2,10,A
59967,667486,NE,DM-1300,Defensive Pass Interference,5,18,A
59968,667499,NE,SV-0400,Illegal Use of Hands,2,10,A
59969,667501,IND,GT-0300,Defensive Pass Interference,5,15,A
59970,667502,NE,SC-0400,Offensive Pass Interference,2,10,A
59971,667525,IND,AC-1200,Offensive Holding,2,10,A
59972,667528,NE,PC-0300,Illegal Contact,5,5,A
59973,667536,IND,WG-0800,Illegal Block Above the Waist,7,10,A
59974,667542,IND,,Illegal Formation,3,0,D
59975,667552,IND,JR-1600,Offensive Holding,2,0,D
59976,667553,IND,AC-1200,Offensive Holding,2,8,A
59977,667555,NE,BK-0950,Illegal Block Above the Waist,7,10,A
59978,667563,IND,JR-1600,Offensive Holding,2,10,A
59979,667571,NE,BK-0950,False Start,1,5,A
59980,667583,NE,TB-2300,Delay of Game,3,5,A
59981,667586,IND,JT-1800,Offensive Holding,2,10,A
59982,667607,PHI,FC-0400,Neutral Zone,4,5,A
59983,667609,NYG,JB-7100,False Start,1,5,A
59984,667621,PHI,CB-0800,Defensive Offside,4,5,A
59985,667628,NYG,DM-2950,Roughing the Passer,6,15,A
59986,667637,PHI,BM-0600,Defensive Holding,5,5,A
59987,667642,PHI,JK-0500,Offensive Holding,2,10,A
59988,667646,NYG,RJ-0800,Defensive Holding,5,4,A
59989,667646,NYG,,Illegal Block Above the Waist,7,0,D
59990,667648,PHI,BM-0600,Defensive Pass Interference,5,12,A
59991,667654,PHI,CT-1300,Roughing the Passer,6,15,A
59992,667673,PHI,EB-1100,Offensive Holding,2,10,A
59993,667684,NYG,EM-0200,Intentional Grounding,3,10,A
59994,667691,NYG,GS-0800,Neutral Zone,4,5,A
59995,667695,NYG,CJ-0900,Roughing the Passer,6,10,A
59996,667704,PHI,LJ-0850,False Start,1,5,A
59997,667712,PHI,LJ-0850,False Start,1,5,A
59998,667714,PHI,JH-5750,Illegal Formation,3,0,D
59999,667715,NYG,NW-0350,Running Into the Kicker,6,5,A
60000,667725,NYG,JC-1800,Offensive Holding,2,10,A
60001,667728,NYG,EM-0200,Intentional Grounding,3,8,A
60002,667737,NYG,,Illegal Substitution,3,5,A
60003,667767,NYG,MN-0400,False Start,1,5,A
60004,667770,NYG,LD-0650,Offensive Pass Interference,2,10,A
60005,667771,NYG,MN-0400,Illegal Touch Pass,3,0,D
60006,667801,SEA,CM-0850,Offensive Holding,2,10,A
60007,667808,SEA,,12 On-field,3,5,A
60008,667813,SEA,BM-1800,Neutral Zone,4,5,A
60009,667833,SF,CK-0100,Delay of Game,3,5,A
60010,667839,SEA,CM-0850,Illegal Shift,3,5,A
60011,667840,SF,AB-1500,Face Mask,6,15,A
60012,667846,SF,TS-2300,Offensive Pass Interference,2,0,D
60013,667859,SEA,JS-7450,Unnecessary Roughness,6,15,A
60014,667873,SF,AB-2100,Offensive Holding,2,3,A
60015,667887,SEA,DN-1450,Offensive Holding,2,10,A
60016,667905,SF,QP-0050,Unsportsmanlike Conduct,6,10,A
60017,667908,SF,AB-2100,Offensive Holding,2,0,D
60018,667934,BUF,AD-1300,False Start,1,5,A
60019,667938,JAC,LJ-0750,Offensive Holding,2,10,A
60020,667952,BUF,SG-0650,Defensive Pass Interference,5,0,D
60021,667955,JAC,AC-0250,Offensive Holding,2,10,A
60022,667956,JAC,ML-1500,Offensive Pass Interference,2,0,D
60023,667956,JAC,AC-0250,Ineligible Downfield Pass,3,0,D
60024,667972,BUF,CK-0950,False Start,1,5,A
60025,668010,JAC,RD-0650,Neutral Zone,4,5,A
60026,668031,BUF,CG-1700,Defensive Pass Interference,5,5,A
60027,668043,JAC,AB-2730,Illegal Use of Hands,5,5,A
60028,668045,JAC,JE-1200,Tripping,7,5,A
60029,668046,BUF,,Illegal Shift,3,5,A
60030,668046,BUF,CC-2100,Illegal Formation,3,0,D
60031,668055,BUF,RJ-0875,Illegal Block Above the Waist,7,10,A
60032,668059,BUF,KU-0200,False Start,1,5,A
60033,668060,JAC,AB-2730,Roughing the Passer,6,15,A
60034,668061,BUF,RW-4050,Illegal Peelback,8,15,A
60035,668065,JAC,NM-0250,Player Out of Bounds on Punt,3,5,A
60036,668073,BUF,JH-5900,Neutral Zone,4,5,A
60037,668080,JAC,DG-2450,Defensive Pass Interference,5,1,A
60038,668085,JAC,LJ-0750,False Start,1,5,A
60039,668086,BUF,JH-5900,Unsportsmanlike Conduct,6,15,A
60040,668094,JAC,BB-2425,Delay of Game,3,5,A
60041,668095,BUF,NR-0350,Defensive Pass Interference,5,17,A
60042,668120,TB,AV-0300,Defensive Holding,5,5,A
60043,668127,TB,KP-0050,False Start,1,5,A
60044,668142,TB,DS-3037,Offensive Holding,2,10,A
60045,668147,TB,GC-0400,Unnecessary Roughness,6,15,A
60046,668164,TB,WG-0550,Unnecessary Roughness,6,15,A
60047,668181,WAS,,Illegal Shift,3,5,A
60048,668186,TB,AM-0750,Offensive Holding,2,10,A
60049,668193,TB,AM-0750,False Start,1,5,A
60050,668194,TB,AM-0750,Unnecessary Roughness,6,15,A
60051,668198,TB,GM-0500,Roughing the Passer,6,7,A
60052,668199,TB,WG-0550,Roughing the Passer,6,4,A
60053,668199,TB,SM-3000,Defensive Holding,5,0,D
60054,668204,WAS,,False Start,1,5,A
60055,668208,WAS,KC-2350,False Start,1,5,A
60056,668209,TB,KA-0625,Defensive Holding,5,6,A
60057,668218,TB,LM-0200,Offensive Holding,2,10,A
60058,668218,TB,ME-0600,Illegal Block Above the Waist,7,0,D
60059,668225,TB,ME-0600,Offensive Pass Interference,2,10,A
60060,668230,TB,WG-0550,Unnecessary Roughness,6,15,A
60061,668239,WAS,KC-2350,Delay of Game,3,5,A
60062,668242,TB,MW-3600,Offensive Holding,2,6,A
60063,668261,TB,GJ-0800,Neutral Zone,4,4,A
60064,668305,ATL,AL-0700,Offensive Holding,2,10,A
60065,668313,TEN,CW-0650,Offensive Holding,2,10,A
60066,668320,TEN,CS-1250,Defensive Holding,5,5,A
60067,668323,TEN,CW-0650,Taunting,6,15,A
60068,668326,ATL,JM-1450,Offensive Holding,2,10,A
60069,668332,TEN,AB-1925,Illegal Use of Hands,5,5,A
60070,668349,ATL,OS-0400,Illegal Blindside Block,8,8,A
60071,668352,ATL,AL-0700,Offensive Holding,2,10,A
60072,668375,TEN,CW-0650,Offensive Holding,2,10,A
60073,668380,ATL,RW-2200,Illegal Block Above the Waist,7,10,A
60074,668409,ATL,,12 On-field,3,5,A
60075,668423,NO,,Illegal Shift,3,5,A
60076,668427,IND,DM-1525,Illegal Block Above the Waist,7,10,A
60077,668441,NO,BD-0950,Fair Catch Interference,6,15,A
60078,668444,IND,HT-0600,Offensive Holding,2,0,D
60079,668460,NO,MH-3300,Offensive Holding,2,10,A
60080,668462,NO,JE-1000,Offensive Holding,2,0,O
60081,668462,IND,KL-0200,Defensive Offside,4,0,O
60082,668463,IND,DJ-0500,Defensive Holding,5,5,A
60083,668468,IND,DM-1525,Offensive Holding,2,0,D
60084,668479,NO,JS-0500,Illegal Block Above the Waist,7,10,A
60085,668485,NO,BR-0350,Neutral Zone,4,5,A
60086,668499,NO,JH-4070,Offensive Pass Interference,2,10,A
60087,668514,IND,AC-1200,False Start,1,5,A
60088,668521,IND,JM-3775,Illegal Block Above the Waist,7,9,A
60089,668525,NO,MM-1550,Illegal Block Above the Waist,7,10,A
60090,668533,NO,KF-0250,Delay of Game,3,5,A
60091,668538,NO,BB-3400,Defensive Holding,5,5,A
60092,668542,IND,DM-1525,Player Out of Bounds on Punt,3,5,A
60093,668552,NO,BB-3400,Defensive Offside,4,5,A
60094,668561,NO,BR-0350,Unnecessary Roughness,6,15,A
60095,668568,NO,BD-0950,Fair Catch Interference,6,0,O
60096,668568,IND,CA-0900,Running Into the Kicker,6,0,O
60097,668589,IND,DM-1525,Illegal Use of Hands,5,5,A
60098,668592,IND,AC-1200,Offensive Holding,2,3,A
60099,668609,NO,WS-0925,Illegal Shift,3,5,A
60100,668636,DET,RM-1300,Illegal Contact,5,5,A
60101,668643,DET,EE-0050,Illegal Formation,3,5,A
60102,668660,MIN,XR-0100,Defensive Pass Interference,5,26,A
60103,668688,DET,DC-0400,Offensive Holding,2,10,A
60104,668703,DET,QD-0300,Defensive Holding,5,5,A
60105,668736,MIN,XR-0100,Defensive Holding,5,5,A
60106,668738,DET,MS-4100,Delay of Game,3,5,A
60107,668761,MIN,CM-3400,Defensive Offside,4,0,A
60108,668768,MIN,AT-0350,Offensive Holding,2,0,D
60109,668780,PIT,MG-0500,False Start,1,5,A
60110,668812,KC,CW-1450,Unnecessary Roughness,6,15,A
60111,668824,KC,DF-1350,Illegal Use of Hands,5,5,A
60112,668867,KC,EF-0050,False Start,1,5,A
60113,668885,KC,TB-2400,Offensive Holding,2,10,A
60114,668886,KC,EF-0050,Taunting,6,13,A
60115,668915,KC,SS-1700,Defensive Pass Interference,5,18,A
60116,668926,CLE,IC-0050,Illegal Block Above the Waist,7,8,A
60117,668947,STL,RQ-0200,Defensive Offside,4,5,A
60118,668948,STL,WH-0300,Defensive Offside,4,5,A
60119,668969,STL,GR-0450,False Start,1,5,A
60120,668971,STL,GR-0450,Offensive Holding,2,0,D
60121,668975,CLE,JT-1600,False Start,1,5,A
60122,668976,CLE,MS-0550,False Start,1,4,A
60123,668985,STL,ES-0800,Defensive Offside,4,5,A
60124,668992,CLE,JB-3550,False Start,1,5,A
60125,669018,CLE,JD-2600,False Start,1,5,A
60126,669019,CLE,GB-0200,Offensive Holding,2,10,A
60127,669022,CLE,CE-0650,Offensive Holding,2,10,A
60128,669025,CLE,JT-1600,Offensive Holding,2,10,A
60129,669030,CLE,PD-0450,Defensive Pass Interference,5,26,A
60130,669045,STL,NF-0100,Roughing the Passer,6,15,A
60131,669045,STL,AD-1475,Defensive Offside,4,0,D
60132,669053,CLE,KW-1550,Defensive Holding,5,5,A
60133,669061,STL,JJ-1550,Defensive Holding,5,5,A
60134,669064,STL,LJ-1800,Defensive Offside,4,5,A
60135,669069,STL,SB-0070,Face Mask,6,15,A
60136,669070,STL,GR-0450,Offensive Holding,2,0,D
60137,669071,STL,BM-0250,Unsportsmanlike Conduct,6,15,A
60138,669075,CLE,JB-3550,Offensive Holding,2,10,A
60139,669090,HOU,JC-3350,Defensive Offside,4,0,D
60140,669111,HOU,CC-1900,Illegal Use of Hands,2,0,D
60141,669143,HOU,AH-0250,Illegal Contact,5,5,A
60142,669145,MIA,,Illegal Shift,3,0,D
60143,669147,MIA,,Illegal Formation,3,5,A
60144,669161,MIA,OV-0200,Defensive Offside,4,5,A
60145,669173,HOU,CJ-0650,Player Out of Bounds on Punt,3,5,A
60146,669174,MIA,BM-0775,Offensive Holding,2,10,A
60147,669176,MIA,JC-0400,Illegal Formation,3,0,O
60148,669176,HOU,AB-2250,Defensive Pass Interference,5,0,O
60149,669203,MIA,MP-2000,Offensive Holding,2,0,D
60150,669212,MIA,NS-0800,Neutral Zone,4,2,A
60151,669213,MIA,OV-0200,Defensive Offside,4,0,D
60152,669218,MIA,JJ-0650,Offensive Holding,2,10,A
60153,669225,MIA,DS-1760,Defensive Offside,4,5,A
60154,669232,HOU,JC-3350,Roughing the Passer,6,15,A
60155,669234,MIA,DS-2170,Offensive Holding,2,10,A
60156,669243,MIA,NS-0800,Neutral Zone,4,5,A
60157,669249,MIA,NS-0800,Defensive Offside,4,0,D
60158,669282,NE,JC-3518,Illegal Use of Hands,5,5,A
60159,669307,NYJ,BQ-0200,False Start,1,4,A
