pid,psr,trg,yds,comp
668007,EM-0250,CC-2100,0,0
668008,EM-0250,CH-3350,14,1
668011,EM-0250,CH-3350,0,0
668012,EM-0250,CC-2100,6,1
668013,EM-0250,CH-3350,0,0
668020,BB-2425,JT-2000,4,1
668022,BB-2425,ML-1500,9,1
668024,BB-2425,AH-3900,0,0
668026,BB-2425,AR-1250,7,1
668029,BB-2425,TY-0150,9,1
668036,EM-0250,CG-1650,6,1
668038,EM-0250,CC-2100,12,1
668040,EM-0250,CH-3350,12,1
668042,EM-0250,RW-4050,10,1
668044,EM-0250,CH-3350,5,1
668047,EM-0250,DH-2550,3,1
668048,EM-0250,RW-4050,0,0
668049,EM-0250,CG-1650,0,0
668052,BB-2425,AH-3900,0,0
668053,BB-2425,JT-2000,0,0
668054,BB-2425,AH-3900,0,0
668056,EM-0250,RW-4050,16,1
668061,EM-0250,LM-1000,22,1
668063,BB-2425,AR-1250,0,0
668064,BB-2425,AH-3900,0,0
668066,EM-0250,CG-1650,0,0
668067,EM-0250,CH-3350,9,1
668069,EM-0250,LM-1000,0,0
668070,EM-0250,CC-2100,0,0
668079,EM-0250,ME-0100,58,1
668083,BB-2425,NJ-0150,0,0
668086,BB-2425,AR-1250,0,0
668089,BB-2425,AR-1250,20,1
668091,BB-2425,AR-1250,18,1
668092,BB-2425,JT-2000,0,0
668093,BB-2425,TY-0150,0,0
668096,BB-2425,BW-0400,5,1
668097,BB-2425,AH-3900,31,1
668100,EM-0250,RW-4050,6,1
668102,EM-0250,RW-4050,9,1
668105,EM-0250,RW-4050,0,0
668111,KC-2350,MJ-2275,4,1
668112,KC-2350,JC-5680,4,1
668116,JW-5650,ME-0600,40,1
668121,KC-2350,DC-0775,9,1
668123,KC-2350,MJ-2275,0,0
668128,JW-5650,LM-1800,29,1
668129,JW-5650,ME-0600,25,1
668131,JW-5650,DM-0450,10,1
668132,JW-5650,ME-0600,0,0
668135,KC-2350,AM-2850,2,1
668137,KC-2350,AR-1100,0,0
668141,JW-5650,ME-0600,9,1
668143,JW-5650,DM-0450,11,1
668144,JW-5650,BM-3800,0,0
668145,JW-5650,VJ-0100,13,1
668148,JW-5650,CS-1950,0,0
668149,JW-5650,CS-1950,8,1
668153,JW-5650,DD-3050,7,1
668158,KC-2350,PG-0100,21,1
668159,KC-2350,JR-1150,4,1
668165,KC-2350,DC-0775,6,1
668166,KC-2350,JC-5680,18,1
668168,KC-2350,PG-0100,7,1
668169,KC-2350,RG-1650,19,1
668174,JW-5650,ME-0600,0,0
668175,JW-5650,BR-0050,4,1
668177,KC-2350,MJ-2275,12,1
668179,KC-2350,JR-1150,5,1
668180,KC-2350,AR-1100,0,0
668189,JW-5650,VJ-0100,0,0
668190,JW-5650,DM-0450,14,1
668192,JW-5650,ME-0600,0,0
668196,KC-2350,JR-1150,8,1
668197,KC-2350,JC-5680,0,1
668198,KC-2350,AR-1100,38,1
668200,KC-2350,RG-1650,3,1
668203,KC-2350,RG-1650,32,1
668206,KC-2350,JC-5680,8,1
668210,KC-2350,JR-1150,5,1
668211,KC-2350,PG-0100,0,0
668212,KC-2350,JR-1150,3,1
668215,JW-5650,LS-1900,0,0
668217,JW-5650,ME-0600,24,1
668219,JW-5650,LS-1900,6,1
668220,JW-5650,ME-0600,20,1
668227,JW-5650,LS-1900,11,1
668234,KC-2350,JR-1150,0,0
668235,KC-2350,JR-1150,6,1
668236,KC-2350,PG-0100,15,1
668238,KC-2350,PG-0100,2,1
668240,KC-2350,JR-1150,10,1
668244,JW-5650,ME-0600,0,0
668245,JW-5650,ME-0600,16,1
668247,JW-5650,LS-1900,5,1
668248,JW-5650,ME-0600,14,1
668255,KC-2350,MJ-2275,6,1
668256,KC-2350,JR-1150,5,1
668257,KC-2350,JR-1150,13,1
668258,KC-2350,AR-1100,8,1
668259,KC-2350,PG-0100,10,1
668260,KC-2350,JR-1150,7,1
668262,KC-2350,AR-1100,3,1
668263,KC-2350,JC-5680,18,1
668264,KC-2350,JR-1150,0,0
668265,KC-2350,AR-1100,0,0
668266,KC-2350,JR-1150,6,1
668269,JW-5650,ME-0600,16,1
668270,JW-5650,CB-2775,6,1
668271,JW-5650,CS-1950,9,1
668275,ZM-0150,JH-6400,4,1
668276,ZM-0150,DM-1200,7,1
668279,ZM-0150,DW-0500,0,0
668280,ZM-0150,DG-2650,0,0
668283,MR-2500,DF-1875,6,1
668284,MR-2500,JJ-4700,21,1
668287,MR-2500,JJ-4700,5,1
668290,ZM-0150,DW-0500,1,1
668292,ZM-0150,KW-2550,0,0
668294,MR-2500,JT-0300,8,1
668295,MR-2500,JJ-4700,0,0
668296,MR-2500,JJ-4700,0,0
668298,ZM-0150,JH-6400,0,0
668300,ZM-0150,DM-1200,6,1
668303,MR-2500,RW-2200,17,1
668306,MR-2500,RW-2200,15,1
668307,MR-2500,RW-2200,0,0
668308,MR-2500,JJ-4700,0,0
668311,ZM-0150,KW-2550,0,0
668314,ZM-0150,AF-0200,6,1
668318,MR-2500,JJ-4700,10,1
668319,MR-2500,JJ-4700,0,0
668321,MR-2500,DF-1875,0,0
668322,MR-2500,TC-2050,0,0
668323,ZM-0150,KW-2550,19,1
668328,MR-2500,JJ-4700,2,1
668329,MR-2500,NW-0500,14,1
668330,MR-2500,TM-3000,11,1
668333,MR-2500,DF-1875,8,1
668335,MR-2500,JT-0300,0,0
668337,MR-2500,JJ-4700,0,0
668340,ZM-0150,DW-0500,7,1
668341,ZM-0150,DM-1200,3,1
668342,ZM-0150,KW-2550,16,1
668343,ZM-0150,DW-0500,12,1
668344,ZM-0150,KW-2550,0,0
668345,ZM-0150,DM-1200,11,1
668346,ZM-0150,DM-1200,14,1
668347,ZM-0150,DW-0500,11,1
668348,ZM-0150,DW-0500,0,0
668349,ZM-0150,AF-0200,0,0
668354,MR-2500,JT-0300,0,0
668355,MR-2500,TW-0650,7,1
668357,ZM-0150,JH-6400,13,1
668360,ZM-0150,AF-0200,7,1
668362,MR-2500,JJ-4700,20,1
668363,MR-2500,NW-0500,8,1
668367,MR-2500,JJ-4700,0,0
668368,MR-2500,NW-0500,21,1
668370,MR-2500,JJ-4700,8,1
668373,ZM-0150,KW-2550,6,1
668376,ZM-0150,DW-0500,8,1
668377,ZM-0150,BS-0650,0,0
668378,ZM-0150,DM-1200,0,0
668381,MR-2500,RW-2200,16,1
668383,MR-2500,NW-0500,0,0
668386,MR-2500,NW-0500,0,0
668388,MR-2500,JJ-4700,0,0
668394,MR-2500,JJ-4700,0,0
668395,MR-2500,JT-0300,4,1
668396,MR-2500,JT-0300,24,1
668399,MR-2500,JJ-4700,17,1
668401,MR-2500,JJ-4700,3,1
668403,MR-2500,JT-0300,0,0
668404,ZM-0150,AF-0200,8,1
668407,ZM-0150,DM-1200,0,0
668408,ZM-0150,DM-1200,7,1
668410,ZM-0150,JH-6400,0,0
668413,MR-2500,JJ-4700,6,1
668415,ZM-0150,KW-2550,5,1
668416,ZM-0150,DW-0500,11,1
668417,ZM-0150,DW-0500,5,1
668418,ZM-0150,KW-2550,0,0
668425,DB-3800,BC-2325,0,0
668426,DB-3800,CS-3400,11,1
668433,DB-3800,BC-2325,0,0
668434,DB-3800,CS-3400,7,1
668436,DB-3800,MH-3300,6,1
668437,DB-3800,CS-3400,4,1
668439,DB-3800,BC-2325,0,0
668440,DB-3800,BC-2325,3,1
668443,AL-1100,TH-1850,0,0
668446,DB-3800,MC-2400,0,0
668448,DB-3800,BC-1850,24,1
668450,DB-3800,CS-3400,17,1
668452,DB-3800,KR-1050,3,1
668453,DB-3800,BW-0700,0,0
668454,LM-0800,BW-0700,25,1
668458,AL-1100,TH-1850,0,0
668461,DB-3800,WS-0925,9,1
668465,DB-3800,BC-2325,4,1
668471,DB-3800,MH-3300,16,1
668476,AL-1100,FG-0200,0,0
668477,AL-1100,,0,0
668478,AL-1100,TH-1850,0,0
668481,DB-3800,MH-3300,2,1
668483,DB-3800,BC-2325,6,1
668486,AL-1100,TH-1850,11,1
668488,AL-1100,FG-0200,6,1
668490,AL-1100,TH-1850,0,0
668491,AL-1100,PD-0800,0,0
668492,AL-1100,PD-0800,8,1
668494,DB-3800,WS-0925,0,0
668495,DB-3800,MH-3300,5,1
668496,DB-3800,BC-2325,18,1
668501,DB-3800,WS-0925,0,0
668502,DB-3800,MC-2400,0,0
668504,AL-1100,DM-2775,5,1
668505,AL-1100,DM-2775,9,1
668507,DB-3800,MI-0100,-5,1
668508,DB-3800,WS-0925,0,0
668509,DB-3800,BC-2325,0,0
668511,AL-1100,DM-2775,12,1
668512,AL-1100,AB-2600,8,1
668513,AL-1100,CF-0650,15,1
668515,AL-1100,CF-0650,5,1
668516,AL-1100,CF-0650,0,0
668518,AL-1100,TH-1850,0,0
668519,AL-1100,DM-2775,0,0
668522,AL-1100,TH-1850,0,0
668524,AL-1100,AJ-0900,4,1
668529,DB-3800,BW-0700,25,1
668535,AL-1100,DA-0850,10,1
668537,AL-1100,DM-2775,0,0
668540,AL-1100,FG-0200,7,1
668545,DB-3800,MI-0100,10,1
668547,DB-3800,JH-4070,0,0
668548,DB-3800,BW-0700,3,1
668550,AL-1100,TH-1850,0,0
668551,AL-1100,TH-1850,87,1
668555,DB-3800,BW-0700,6,1
668557,DB-3800,CS-3400,-3,1
668558,DB-3800,BC-2325,0,0
668560,AL-1100,AJ-0900,1,1
668561,AL-1100,FG-0200,4,1
668562,AL-1100,TH-1850,46,1
668565,DB-3800,BC-2325,0,0
668567,DB-3800,BC-2325,3,1
668570,AL-1100,FG-0200,5,1
668571,AL-1100,FG-0200,0,0
668572,AL-1100,CF-0650,0,0
668575,DB-3800,WS-0925,5,1
668578,AL-1100,FG-0200,10,1
668580,AL-1100,FG-0200,0,0
668581,AL-1100,TH-1850,0,0
668583,DB-3800,WS-0925,0,0
668584,DB-3800,MH-3300,2,1
668585,DB-3800,BC-2325,47,1
668587,DB-3800,BC-2325,0,0
668588,DB-3800,CS-3400,-4,1
668590,AL-1100,TH-1850,0,0
668593,AL-1100,TH-1850,0,0
668597,DB-3800,,0,0
668599,AL-1100,AJ-0900,4,1
668600,AL-1100,AJ-0900,35,1
668601,AL-1100,AB-2600,0,0
668602,AL-1100,CF-0650,27,1
668603,AL-1100,TH-1850,0,0
668604,AL-1100,TH-1850,6,1
668605,AL-1100,DM-2775,8,1
668610,DB-3800,WS-0925,11,1
668611,DB-3800,MC-2400,20,1
668616,MS-4100,JB-2700,5,1
668618,MS-4100,CJ-1100,46,1
668621,MS-4100,TR-0370,5,1
668622,MS-4100,CJ-1100,1,1
668626,TB-2650,AP-0700,6,1
668629,TB-2650,MW-0500,17,1
668632,TB-2650,SD-0537,2,1
668633,TB-2650,MW-0500,9,1
668638,TB-2650,SD-0537,0,0
668639,TB-2650,JW-6560,0,0
668642,MS-4100,EE-0050,55,1
668646,MS-4100,EE-0050,7,1
668650,TB-2650,AP-0700,11,1
668651,TB-2650,SD-0537,30,1
668652,TB-2650,MA-1150,5,1
668659,MS-4100,JB-2700,9,1
668661,MS-4100,GT-0100,0,0
668663,MS-4100,CJ-1100,0,0
668666,TB-2650,CJ-1450,0,0
668667,TB-2650,CJ-1450,21,1
668671,MS-4100,GT-0100,0,0
668673,MS-4100,TR-0370,4,1
668676,TB-2650,SD-0537,11,1
668677,TB-2650,ZL-0200,49,1
668682,TB-2650,KR-1200,1,1
668685,MS-4100,CJ-1100,0,0
668687,MS-4100,EE-0050,5,1
668689,TB-2650,JM-3450,1,1
668690,TB-2650,MW-0500,11,1
668691,TB-2650,JW-6560,4,1
668692,TB-2650,JW-6560,11,1
668693,TB-2650,SD-0537,0,0
668694,TB-2650,JW-6560,0,0
668698,TB-2650,JW-6560,16,1
668700,TB-2650,KR-1200,9,1
668701,TB-2650,SD-0537,0,0
668702,TB-2650,MW-0500,-1,1
668705,TB-2650,SD-0537,13,1
668706,TB-2650,SD-0537,36,1
668711,MS-4100,GT-0100,3,1
668715,TB-2650,MW-0500,0,0
668725,TB-2650,JW-6560,0,0
668726,TB-2650,MP-2350,13,1
668727,TB-2650,AP-0700,-5,1
668728,TB-2650,AT-0350,30,1
668730,TB-2650,,0,0
668731,TB-2650,MA-1150,0,1
668739,MS-4100,GT-0100,11,1
668744,TB-2650,AT-0350,0,0
668747,MS-4100,GT-0100,0,0
668751,TB-2650,SD-0537,16,1
668756,MS-4100,TR-0370,31,1
668757,MS-4100,EE-0050,18,1
668758,MS-4100,TW-3900,13,1
668759,MS-4100,CJ-1100,17,1
668760,MS-4100,CJ-1100,9,1
668764,MS-4100,TR-0370,0,0
668770,MS-4100,CJ-1100,13,1
668771,MS-4100,EE-0050,4,1
668772,MS-4100,GT-0100,0,0
668774,MS-4100,LM-1500,0,0
668777,LJ-1250,MB-4550,19,1
668778,LJ-1250,MB-4550,0,0
668781,LJ-1250,MB-4550,0,0
668783,AS-1600,JO-0150,0,0
668784,AS-1600,JA-2900,5,1
668785,AS-1600,CW-1450,12,1
668789,AS-1600,AW-1650,0,0
668790,AS-1600,DT-0850,7,1
668791,AS-1600,CW-1450,0,0
668795,LJ-1250,AB-3500,0,0
668796,LJ-1250,AB-3500,21,1
668800,LJ-1250,LB-0250,7,1
668805,LJ-1250,MW-1250,5,1
668806,LJ-1250,DW-3600,0,0
668809,AS-1600,CC-3950,25,1
668811,AS-1600,TK-0150,14,1
668813,AS-1600,TK-0150,17,1
668815,AS-1600,CW-1450,0,0
668817,AS-1600,TK-0150,16,1
668819,AS-1600,CW-1450,0,0
668831,AS-1600,JO-0150,2,1
668833,AS-1600,CC-3950,9,1
668834,AS-1600,AW-1650,40,1
668835,AS-1600,TK-0150,0,1
668836,AS-1600,AW-1650,0,0
668837,AS-1600,CC-3950,4,1
668840,LJ-1250,AB-3500,21,1
668841,LJ-1250,MW-1250,0,0
668842,LJ-1250,,0,0
668843,LJ-1250,MB-4550,0,0
668844,AS-1600,CC-3950,9,1
668846,AS-1600,AW-1650,0,0
668851,AS-1600,DT-0850,0,0
668852,AS-1600,TK-0150,0,0
668854,LJ-1250,HM-0200,0,0
668855,LJ-1250,AB-3500,26,1
668856,LJ-1250,DW-3600,8,1
668857,LJ-1250,AB-3500,-1,1
668858,LJ-1250,MW-1250,0,0
668860,AS-1600,JA-2900,6,1
668861,AS-1600,CC-3950,0,0
668862,AS-1600,,0,0
668865,LJ-1250,AB-3500,0,0
668869,AS-1600,AW-1650,17,1
668870,AS-1600,AW-1650,14,1
668872,AS-1600,CC-3950,10,1
668879,LJ-1250,AB-3500,41,1
668880,LJ-1250,MB-4550,0,0
668883,LJ-1250,MB-4550,19,1
668889,AS-1600,CW-1450,7,1
668892,LJ-1250,AB-3500,16,1
668895,LJ-1250,MB-4550,0,0
668900,AS-1600,DT-0850,5,1
668901,AS-1600,TK-0150,26,1
668906,AS-1600,CC-3950,6,1
668909,LJ-1250,LB-0250,5,1
668910,LJ-1250,MB-4550,7,1
668911,LJ-1250,MW-1250,11,1
668912,LJ-1250,LB-0250,-1,1
668913,LJ-1250,HM-0200,0,0
668914,LJ-1250,LB-0250,5,1
668923,NF-0250,KB-1900,0,0
668925,NF-0250,BC-3070,3,1
668929,JM-2900,TG-0025,0,1
668933,JM-2900,GB-0200,13,1
668939,NF-0250,JC-4300,2,1
668944,JM-2900,DJ-1850,21,1
668946,JM-2900,JD-2600,5,1
668950,JM-2900,GB-0200,12,1
668951,JM-2900,BH-0800,8,1
668952,JM-2900,BH-0800,1,1
668954,JM-2900,DJ-1850,-2,1
668955,JM-2900,TB-1060,10,1
668961,NF-0250,TA-1050,7,1
668962,NF-0250,TA-1050,0,0
668965,JM-2900,TG-0025,3,1
668966,JM-2900,AH-1900,2,1
668968,NF-0250,JC-4300,0,0
668970,NF-0250,TG-1950,0,0
668971,NF-0250,BQ-0050,0,0
668974,JM-2900,TB-1060,0,0
668979,NF-0250,CH-1230,4,1
668984,NF-0250,JC-4300,17,1
668986,JM-2900,DJ-1850,11,1
668988,JM-2900,AH-1900,0,0
668989,JM-2900,TB-1060,21,1
668996,NF-0250,TG-1950,24,1
668997,NF-0250,TG-1950,7,1
668998,NF-0250,TA-1050,0,0
668999,NF-0250,TA-1050,0,0
669001,JM-2900,TB-1060,0,0
669003,JM-2900,GB-0200,27,1
669007,JM-2900,TB-1060,3,1
669010,NF-0250,TA-1050,10,1
669013,NF-0250,BC-3070,10,1
669016,NF-0250,JC-4300,0,0
669021,JM-2900,GB-0200,28,1
669023,JM-2900,TB-1060,0,0
669024,JM-2900,GB-0200,11,1
669026,JM-2900,DJ-1850,14,1
669028,NF-0250,TA-1050,20,1
669031,NF-0250,KB-1900,41,1
669035,JM-2900,AH-1900,19,1
669036,JM-2900,JD-2600,5,1
669038,JM-2900,DJ-1850,11,1
669042,NF-0250,TG-1950,-2,1
669046,JM-2900,TB-1060,13,1
669049,NF-0250,TA-1050,6,1
669052,NF-0250,TG-1950,6,1
669057,JM-2900,TG-0025,6,1
669058,JM-2900,DJ-1850,5,1
669059,JM-2900,GB-0200,10,1
669060,JM-2900,DJ-1850,13,1
669063,JM-2900,GB-0200,0,0
669065,JM-2900,TB-1060,0,0
669069,NF-0250,SB-0070,8,1
669072,JM-0850,RT-1950,7,1
669073,JM-0850,TG-0025,6,1
669074,JM-0850,RT-1950,1,1
669076,JM-0850,,0,0
669077,JM-0850,BH-0800,13,1
669082,BH-1900,DH-3950,0,0
669084,BH-1900,NW-0100,0,0
669086,RT-0150,LM-1150,1,1
669087,RT-0150,JL-0215,9,1
669089,RT-0150,JL-0215,5,1
669091,RT-0150,RM-1500,53,1
669096,BH-1900,JS-7075,0,0
669099,RT-0150,JL-0215,9,1
669102,BH-1900,DH-3950,0,0
669103,BH-1900,AF-0900,7,1
669104,BH-1900,DH-3950,0,0
669106,RT-0150,JL-0215,50,1
669111,BH-1900,KM-3250,0,0
669116,RT-0150,JL-0215,10,1
669119,BH-1900,AF-0900,0,0
669121,BH-1900,GG-0400,0,0
669126,RT-0150,RM-1500,10,1
669128,RT-0150,LM-1150,54,1
669131,BH-1900,CF-0375,0,0
669132,BH-1900,CF-0375,0,0
669137,BH-1900,NW-0100,0,0
669140,RT-0150,RM-1500,12,1
669146,RT-0150,LM-1150,6,1
669148,BH-1900,DH-3950,0,0
669149,BH-1900,NW-0100,10,1
669151,BH-1900,DH-3950,10,1
669153,BH-1900,DH-3950,8,1
669154,BH-1900,CP-1950,0,0
669156,BH-1900,KM-3250,0,0
669158,BH-1900,NW-0100,15,1
669159,BH-1900,GG-0400,0,0
669160,BH-1900,GG-0400,0,0
669163,BH-1900,JG-3850,0,0
669169,BH-1900,DH-3950,11,1
669175,RT-0150,JC-0400,12,1
669186,BH-1900,NW-0100,9,1
669188,BH-1900,DH-3950,0,0
669189,BH-1900,DH-3950,0,0
669194,BH-1900,NW-0100,0,0
669195,BH-1900,AF-0900,21,1
669197,BH-1900,AF-0900,7,1
669205,BH-1900,NW-0100,23,1
669206,BH-1900,NW-0100,9,1
669207,BH-1900,AF-0900,26,1
669208,BH-1900,DH-3950,7,1
669216,RT-0150,DW-3125,8,1
669217,RT-0150,DS-2170,-3,1
669218,RT-0150,DW-3125,2,1
669219,RT-0150,JG-3050,10,1
669221,BH-1900,AF-0900,5,1
669222,BH-1900,CP-1950,6,1
669223,BH-1900,CP-1950,8,1
669226,BH-1900,GG-0400,0,0
669227,BH-1900,NW-0100,0,0
669228,BH-1900,NW-0100,7,1
669229,BH-1900,NW-0100,27,1
669235,RT-0150,GJ-0400,23,1
669236,RT-0150,JC-0400,11,1
669239,RT-0150,DS-2170,0,0
669242,BH-1900,NW-0100,22,1
669244,BH-1900,NW-0100,0,0
669246,BH-1900,DH-3950,7,1
669247,BH-1900,AF-0900,0,0
669249,BH-1900,KM-3250,16,1
669251,BH-1900,NW-0100,0,0
669252,BH-1900,DH-3950,7,1
669253,BH-1900,NW-0100,0,0
669254,BH-1900,NW-0100,5,1
669260,MM-4700,GJ-0400,14,1
669267,TB-2300,JE-0100,0,0
669268,TB-2300,RG-2200,5,1
669272,RF-0500,JC-5900,16,1
669274,RF-0500,TB-1720,0,0
669275,RF-0500,ED-0200,24,1
669276,RF-0500,ED-0200,0,0
669277,RF-0500,TB-1720,0,0
669278,RF-0500,ED-0200,11,1
669280,RF-0500,BM-0300,13,1
669281,RF-0500,ED-0200,0,0
669284,RF-0500,CO-1300,0,0
669285,RF-0500,JC-5900,0,0
669288,TB-2300,JW-2550,7,1
669289,TB-2300,JE-0100,9,1
669290,TB-2300,RG-2200,1,1
669291,TB-2300,JW-2550,0,0
669292,TB-2300,JE-0100,5,1
669296,RF-0500,ED-0200,0,0
669297,RF-0500,TB-1720,23,1
669300,RF-0500,ED-0200,17,1
669301,RF-0500,CO-1300,0,0
669303,RF-0500,JK-1000,12,1
669308,RF-0500,JK-1000,5,1
669311,TB-2300,RG-2200,0,0
669312,TB-2300,BL-0100,0,0
669313,TB-2300,DA-0900,7,1
669317,RF-0500,BM-0300,0,0
669319,TB-2300,BL-0100,0,0
669321,TB-2300,DA-0900,8,1
669322,TB-2300,DA-0900,23,1
669323,TB-2300,RG-2200,0,0
669324,TB-2300,JW-2550,0,0
669327,TB-2300,RG-2200,0,0
669328,TB-2300,RG-2200,0,1
669332,RF-0500,JK-1000,0,0
669334,RF-0500,ED-0200,7,1
669336,TB-2300,BL-0100,0,0
669337,TB-2300,MW-2550,4,1
669338,TB-2300,RG-2200,26,1
669340,TB-2300,JE-0100,0,0
669341,TB-2300,BL-0100,19,1
669349,TB-2300,RG-2200,8,1
669350,TB-2300,BL-0100,0,0
669353,TB-2300,RG-2200,0,0
669354,TB-2300,JW-2550,7,1
669355,TB-2300,SC-0400,26,1
669357,TB-2300,AD-1450,11,1
669358,TB-2300,SC-0400,8,1
669359,TB-2300,JE-0100,0,0
669360,TB-2300,JW-2550,12,1
669361,TB-2300,RG-2200,0,0
669362,TB-2300,AD-1450,0,0
669363,TB-2300,JE-0100,0,0
669367,RF-0500,ED-0200,0,0
669368,RF-0500,DS-3031,7,1
669371,RF-0500,BM-0300,13,1
669373,RF-0500,JK-1000,10,1
669376,RF-0500,ED-0200,0,0
669377,RF-0500,ED-0200,23,1
669379,RF-0500,CI-0300,9,1
669382,TB-2300,RG-2200,13,1
669384,TB-2300,BL-0100,6,1
669385,TB-2300,BL-0100,0,0
669389,RF-0500,BM-0300,29,1
669393,RF-0500,CI-0300,3,1
669394,RF-0500,ED-0200,0,0
669395,RF-0500,BM-0300,0,0
669398,TB-2300,DA-0900,9,1
669399,TB-2300,JE-0100,5,1
669401,TB-2300,DA-0900,0,0
669402,TB-2300,JE-0100,27,1
669403,TB-2300,RG-2200,11,1
669404,TB-2300,RG-2200,23,1
669405,TB-2300,RG-2200,2,1
669407,TB-2300,DA-0900,8,1
669410,RF-0500,TB-1720,13,1
669412,RF-0500,JC-5900,0,0
669413,RF-0500,DS-3031,0,0
669415,TB-2300,RG-2200,4,1
669416,TB-2300,AD-1450,7,1
669417,TB-2300,DA-0900,13,1
669418,TB-2300,JE-0100,8,1
669420,TB-2300,MW-2550,0,0
669421,TB-2300,BL-0100,0,0
669422,TB-2300,DA-0900,11,1
669423,TB-2300,DA-0900,7,1
669424,TB-2300,RG-2200,15,1
669427,RF-0500,BM-0300,0,0
669428,RF-0500,CO-1300,21,1
669429,RF-0500,BM-0300,12,1
669430,RF-0500,CO-1300,4,1
669431,RF-0500,ZS-0150,11,1
669435,RF-0500,ED-0200,12,1
669438,PR-0300,MF-0800,7,1
669440,PR-0300,SJ-0600,0,0
669445,PR-0300,BO-0150,-1,1
669446,PR-0300,LG-0750,5,1
669447,PR-0300,SJ-0600,0,0
669449,DC-0725,MR-0500,3,1
669452,DC-0725,MC-2900,0,0
669453,DC-0725,LM-1850,1,1
669454,DC-0725,TJ-2400,16,1
669456,DC-0725,MC-2900,6,1
669457,DC-0725,MC-2900,7,1
669459,DC-0725,MR-0970,4,1
669460,DC-0725,MC-2900,0,0
669463,PR-0300,BO-0150,0,0
669464,PR-0300,KA-0650,9,1
669465,PR-0300,JP-2800,5,1
669467,PR-0300,DI-0075,9,1
669470,PR-0300,KA-0650,11,1
669471,PR-0300,DW-4300,4,1
669477,DC-0725,AC-2350,15,1
669478,DC-0725,MC-2900,7,1
669479,DC-0725,CW-0225,23,1
669482,PR-0300,KA-0650,6,1
669483,PR-0300,KA-0650,0,0
669484,DC-0725,TJ-2400,0,0
669486,DC-0725,AC-2350,6,1
669489,DC-0725,MC-2900,9,1
669490,DC-0725,TJ-2400,1,1
669493,PR-0300,KA-0650,5,1
669494,PR-0300,LG-0750,2,1
669495,PR-0300,KA-0650,0,0
669499,DC-0725,AC-2350,44,1
669500,DC-0725,MR-0500,6,1
669501,DC-0725,MR-0970,0,0
669503,DC-0725,LS-1550,8,1
669509,PR-0300,LG-0750,0,0
669514,DC-0725,MR-0970,7,1
669515,DC-0725,SR-0750,0,0
669517,DC-0725,AC-2350,52,1
669520,PR-0300,DW-4300,5,1
669521,PR-0300,LG-0750,7,1
669522,PR-0300,DW-4300,8,1
669523,PR-0300,KA-0650,0,0
669525,PR-0300,SJ-0600,23,1
669526,PR-0300,MF-0800,0,0
669534,DC-0725,AC-2350,16,1
669536,DC-0725,CW-0225,19,1
669537,DC-0725,MC-2900,25,1
669541,PR-0300,,0,0
669542,PR-0300,LG-0750,0,0
669544,PR-0300,,0,0
669549,DC-0725,LS-1550,-7,1
669552,PR-0300,SJ-0600,0,0
669554,PR-0300,LG-0750,0,0
669556,DC-0725,MR-0500,6,1
669558,DC-0725,SR-0750,6,1
669565,PR-0300,KA-0650,9,1
669568,PR-0300,KA-0650,9,1
669571,PR-0300,SJ-0600,20,1
669572,PR-0300,MF-0800,0,0
669573,PR-0300,LG-0750,31,1
669578,DC-0725,AH-3600,0,0
669581,PR-0300,SJ-0600,8,1
669582,PR-0300,BO-0150,14,1
669584,PR-0300,BO-0150,2,1
669585,PR-0300,DI-0075,17,1
669586,PR-0300,SJ-0600,0,0
669587,PR-0300,BO-0150,12,1
669588,PR-0300,BO-0150,4,1
669589,PR-0300,LG-0750,0,0
669590,PR-0300,SJ-0600,-1,1
669592,PR-0300,BO-0150,8,1
669594,PR-0300,,0,0
669595,PR-0300,DW-4300,0,0
669596,PR-0300,DW-4300,8,1
669600,DC-0725,AC-2350,0,0
669601,DC-0725,MC-2900,9,1
669607,PR-0300,DW-4300,7,1
669608,PR-0300,KA-0650,0,0
669609,PR-0300,KA-0650,15,1
669610,PR-0300,DW-4300,1,1
669611,PR-0300,KA-0650,7,1
669613,PR-0300,DW-4300,11,1
669614,PR-0300,LG-0750,0,0
669615,PR-0300,DW-4300,11,1
669616,PR-0300,DW-4300,3,1
669618,PR-0300,KA-0650,18,1
669620,PR-0300,DW-4300,11,1
669622,PR-0300,DW-4300,6,1
669628,EM-0200,LD-0650,6,1
669630,EM-0200,LD-0650,1,1
669631,EM-0200,LD-0650,10,1
669633,EM-0200,WT-0600,0,0
669634,EM-0200,WT-0600,0,0
669636,MC-0700,JW-6000,12,1
669640,MC-0700,JW-6000,0,0
669645,MC-0700,BB-4100,0,0
669646,MC-0700,JW-6000,0,0
669649,EM-0200,OB-0075,10,1
669652,EM-0200,OB-0075,0,0
669656,MC-0700,JW-6000,6,1
669658,MC-0700,TW-2270,11,1
669660,MC-0700,CB-1130,0,0
669662,EM-0200,RR-0130,24,1
669664,EM-0200,OD-0200,0,0
669668,EM-0200,OB-0075,9,1
669673,MC-0700,TW-2270,27,1
669676,MC-0700,CM-2280,2,1
669677,MC-0700,JW-6000,9,1
669688,MC-0700,JW-6000,35,1
669695,EM-0200,SV-0200,6,1
669697,EM-0200,SV-0200,0,0
669698,EM-0200,DH-1800,38,1
669699,EM-0200,RR-0130,0,0
669700,EM-0200,OB-0075,0,0
